signal_id,timestamp,signal_strength,frequency,bandwidth,modulation_type,encryption_protocol,wavelet_energy,entropy,latency,label
606,606,0.459167863,0.511349622,0.897575297,1,1,33.5153379,0.366540335,0.345919152,0
607,607,0.203828977,0.046861546,0.846669581,2,0,36.250138,0.361584857,0.999959635,1
608,608,0.362319931,0.276283337,0.182907123,2,1,36.92062467,0.639241564,0.92692618,1
609,609,0.50195615,0.707285912,0.956912263,0,1,28.42543328,0.403201937,0.81493737,0
610,610,0.689590539,0.062706451,0.376902173,2,2,25.58336754,0.347042439,0.585762788,0
611,611,0.03622067,0.839708028,0.339440904,0,2,25.78073555,0.575704977,0.489868107,0
612,612,0.798989069,0.003810017,0.062443096,2,0,40.49653143,0.459237581,0.68413131,0
613,613,0.626876564,0.246924321,0.486473941,1,2,30.38327775,0.74181473,0.105705278,0
614,614,0.078816673,0.741228889,0.109057101,0,2,39.58544777,0.367667783,0.237193656,1
615,615,0.873417839,0.31640214,0.248678307,2,2,31.08192954,0.641857257,0.230619814,0
616,616,0.920877753,0.101927021,0.317127682,1,1,37.23765611,0.580873987,0.96136781,0
617,617,0.058062951,0.360385875,0.809346299,2,2,50.42724803,0.211500704,0.045959546,1
618,618,0.274620719,0.270504442,0.876054015,1,0,35.99829194,0.605351573,0.137367946,1
619,619,0.805803805,0.843082969,0.302641521,1,1,28.99704733,0.548798839,0.533444732,0
620,620,0.747658673,0.313478581,0.859252053,2,1,31.34327008,0.454882543,0.687619604,1
621,621,0.181939652,0.789279116,0.85778387,2,2,24.96196751,0.651020313,0.865742147,0
622,622,0.206855175,0.892265537,0.765140847,1,1,28.75998218,0.756561821,0.149062587,1
623,623,0.368543961,0.434002792,0.146764256,1,0,32.99398995,0.916580396,0.964236432,1
624,624,0.482995491,0.910344743,0.690762135,1,0,29.95472155,0.618236667,0.332210486,1
625,625,0.617197062,0.377477768,0.945636774,0,1,35.3169573,0.56569907,0.252123335,0
626,626,0.366980023,0.964504601,0.682974468,1,2,23.1922444,0.477287063,0.6393733,1
627,627,0.46092998,0.089318434,0.331811901,0,2,24.18724357,0.488222807,0.245684929,0
628,628,0.74686715,0.687319628,0.500889413,1,1,35.55295067,0.615144999,0.519243084,1
629,629,0.033582498,0.49402666,0.646133966,0,0,34.10956501,0.42261414,0.186750932,0
630,630,0.250094158,0.387813211,0.510887307,1,1,31.19085874,0.498262221,0.55604544,0
631,631,0.712625934,0.632987577,0.120003876,1,2,31.23141604,0.548722583,0.226556349,0
632,632,0.89512203,0.7041651,0.312245784,1,2,51.78909879,0.608864081,0.990926253,0
633,633,0.510245338,0.004353611,0.802911628,2,1,41.76832223,0.571857494,0.55193878,0
634,634,0.530753171,0.167017268,0.86197383,2,0,33.62542913,0.511580013,0.361213879,0
635,635,0.104318926,0.713358232,0.137362778,1,1,24.47247222,0.057725917,0.554363362,1
636,636,0.445754507,0.666676404,0.953004475,0,0,27.97541509,0.33612805,0.926541811,0
637,637,0.531258722,0.966474584,0.329015767,0,0,42.03200541,0.653025028,0.977619872,1
638,638,0.240092706,0.761371766,0.662733956,1,1,32.04854821,0.625068987,0.347417462,0
639,639,0.266959483,0.951192849,0.75230631,2,1,36.03202422,0.868946143,0.16217274,1
640,640,0.375379951,0.702847912,0.812468334,0,0,31.99861866,0.536231212,0.154374064,1
641,641,0.016912137,0.298175925,0.946362906,2,0,40.4608932,0.461186158,0.750080168,0
642,642,0.319981024,0.105401132,0.313101869,0,0,39.49343236,0.396068727,0.6774756,0
643,643,0.208961231,0.782167279,0.859060256,1,0,27.38029286,0.56361663,0.675080135,0
644,644,0.325418245,0.644430114,0.131745827,2,2,23.09399816,0.431099884,0.716760773,0
645,645,0.116953274,0.048196255,0.705490216,0,1,35.25127954,0.541022648,0.297486573,1
646,646,0.890426034,0.360202338,0.742452189,1,0,38.09644726,0.798293068,0.996162092,1
647,647,0.592448108,0.957222694,0.678153951,1,1,34.80056613,0.788320192,0.913260726,1
648,648,0.67825836,0.500616757,0.252455793,1,0,29.24280668,0.407647924,0.810703706,0
649,649,0.788713939,0.432914015,0.873606846,2,1,47.4772184,0.514208198,0.017102199,1
650,650,0.496963601,0.457895824,0.168942696,2,1,27.91764293,0.631547714,0.302089305,0
651,651,0.08399606,0.208965945,0.053640571,1,0,35.81652836,0.452926426,0.129849329,0
652,652,0.535763768,0.368862975,0.71792276,2,0,29.09538035,0.779012744,0.564579538,0
653,653,0.585673056,0.369969562,0.475768718,0,1,38.2929373,0.415148222,0.291654283,1
654,654,0.74482855,0.052367157,0.849645415,1,1,45.46535525,0.559827068,0.714298086,0
655,655,0.429946349,0.76790457,0.383627449,1,1,13.48512135,0.334125386,0.126055572,1
656,656,0.124798909,0.416681942,0.168362427,2,2,26.88624214,0.573258021,0.490937517,0
657,657,0.28154321,0.82254163,0.836980971,1,0,36.60587869,0.299365406,0.919006335,1
658,658,0.361128195,0.850722536,0.549252634,0,2,31.05874373,0.714536379,0.164309993,1
659,659,0.644956707,0.212078689,0.189293873,2,2,34.84568482,0.334529004,0.611987547,0
660,660,0.569553816,0.657640371,0.720843755,2,0,24.08922684,0.476366352,0.682922133,0
661,661,0.354118085,0.472484645,0.511430907,1,0,37.53899379,0.574285623,0.019460098,1
662,662,0.986751197,0.88054481,0.604693708,1,2,35.07605613,0.581742079,0.13946853,0
663,663,0.604673269,0.215827015,0.461181416,1,0,41.82792853,0.459856296,0.305090961,0
664,664,0.234830574,0.678109381,0.829242497,2,1,34.62214175,0.6459965,0.21711047,1
665,665,0.098910454,0.608016485,0.83009681,1,1,52.94793051,0.354089023,0.314747083,0
666,666,0.150166547,0.295423945,0.709841092,0,2,22.64886928,0.655268694,0.378047316,1
667,667,0.243592181,0.136651299,0.105442403,1,2,35.82653012,0.874405615,0.797962715,0
668,668,0.15801626,0.651924055,0.839394282,1,0,36.65832469,0.757921291,0.760042874,0
669,669,0.183992844,0.738921243,0.671439121,2,0,35.8790334,0.661839749,0.877370869,0
670,670,0.282867107,0.315759042,0.697468017,1,2,25.20886379,0.522248836,0.960610999,1
671,671,0.170753068,0.645113807,0.363199249,2,2,33.46289545,0.522291368,0.124887205,1
672,672,0.896686092,0.395298711,0.879847502,1,1,32.53865893,0.483006978,0.3913537,1
673,673,0.077286029,0.713519137,0.725834753,0,1,45.16931341,0.393024589,0.842971387,0
674,674,0.52312437,0.199294106,0.112636388,0,0,34.62614518,0.34689614,0.579967753,0
675,675,0.408608936,0.890607643,0.408024943,2,1,35.22203142,0.700118844,0.042878875,0
676,676,0.982600033,0.28752848,0.886953142,2,0,20.65700515,0.435916977,0.216951941,1
677,677,0.109202913,0.367941373,0.047198097,1,0,33.15889311,0.876401486,0.32845431,1
678,678,0.396023652,0.058106694,0.962040491,1,0,27.75025979,0.547497929,0.703942814,0
679,679,0.969646505,0.111551214,0.679594258,0,1,37.98938089,0.277691947,0.596566742,1
680,680,0.865317986,0.516084535,0.63177513,1,2,47.60515881,0.45339733,0.155589282,1
681,681,0.816712784,0.267702561,0.270712736,0,2,29.55389851,0.601813318,0.365703439,0
682,682,0.255579242,0.835848009,0.248930447,2,1,19.93040127,0.609716434,0.624894736,1
683,683,0.168258327,0.014688421,0.94266891,1,2,34.23696336,0.411087592,0.625373812,1
684,684,0.667762519,0.37925457,0.298444803,2,0,48.6540866,0.738206784,0.109527523,1
685,685,0.929411213,0.337487108,0.776002584,1,2,29.43692793,0.018644969,0.381035983,0
686,686,0.555489169,0.019324768,0.393358728,0,1,34.07629457,0.523509452,0.435158468,0
687,687,0.570391132,0.124413239,0.139318147,2,2,51.3364127,0.617657788,0.128697355,0
688,688,0.27773306,0.413818886,0.010691854,2,0,42.57588142,0.36074154,0.026787479,0
689,689,0.768966506,0.493076773,0.544597172,1,0,35.66893702,0.416687237,0.656381191,1
690,690,0.184471243,0.40446171,0.976412469,2,1,25.73056187,0.379523989,0.318653211,0
691,691,0.321586716,0.531167157,0.369356792,0,1,42.49202791,0.574359228,0.994976367,1
692,692,0.42370138,0.595390307,0.3574048,2,1,20.07895481,0.678530713,0.554322766,0
693,693,0.506163988,0.009916688,0.344295164,2,0,36.95983154,0.412897708,0.285137988,1
694,694,0.240031722,0.464294283,0.520867526,1,2,23.52325283,0.63289001,0.58437061,1
695,695,0.112010665,0.963925162,0.440934184,2,2,36.48534018,0.708948394,0.490050494,0
696,696,0.609535513,0.519256352,0.880483005,1,1,19.51503904,0.448291706,0.654704894,0
697,697,0.286414911,0.677838325,0.505834252,1,2,34.75512465,0.562194742,0.699359477,1
698,698,0.580050477,0.311993847,0.508072821,2,2,33.51093515,0.594894604,0.418272329,0
699,699,0.151675405,0.774331237,0.13843507,0,1,22.24054276,0.654342101,0.153206819,1
700,700,0.479600724,0.773260855,0.98337793,1,1,28.50441605,0.666316096,0.870313438,0
701,701,0.53123079,0.521521148,0.250112353,2,0,53.00695729,0.597313441,0.654029143,0
702,702,0.048776018,0.976445428,0.07338328,1,0,42.87506941,0.384826355,0.621564261,0
703,703,0.334557162,0.125595592,0.663567033,0,0,34.96534167,0.310206258,0.179702879,0
704,704,0.131657292,0.016943721,0.595741004,0,0,49.99148491,0.494740974,0.005837832,0
705,705,0.060368031,0.77049633,0.415397579,1,2,23.85603604,0.631564829,0.55942761,1
706,706,0.990208282,0.807510457,0.422448957,0,2,45.51569855,0.517221092,0.006470705,0
707,707,0.320256669,0.12025018,0.785567717,2,0,44.71940988,0.677180861,0.155282003,0
708,708,0.809489875,0.265691804,0.195815157,2,0,31.71437896,0.53164936,0.091344018,1
709,709,0.25230561,0.017548695,0.820781075,1,1,29.69425494,0.704200644,0.450114418,0
710,710,0.680667196,0.293430173,0.649158094,0,2,29.84807585,0.380791583,0.323115161,1
711,711,0.759668886,0.773481347,0.419224303,2,2,25.2143602,0.586233885,0.477065382,1
712,712,0.594501583,0.518184113,0.45830974,2,0,21.72106887,0.623882454,0.866930144,0
713,713,0.470003214,0.348242036,0.256791214,2,2,35.26792791,0.553829767,0.278701058,1
714,714,0.410058096,0.371896476,0.752595694,1,1,33.52234278,0.667182381,0.798066295,0
715,715,0.346864233,0.0013426,0.51319321,1,1,23.45383158,0.49435037,0.749561173,0
716,716,0.929564907,0.299925038,0.321042267,2,2,50.54454428,0.55033268,0.451463883,1
717,717,0.830307711,0.646740683,0.596425216,2,0,30.20882985,0.546015729,0.457268719,0
718,718,0.965187373,0.974625222,0.99638169,0,2,35.22563141,0.442493448,0.918356251,0
719,719,0.121504297,0.847433869,0.435527902,0,1,29.92645836,0.446782133,0.057226402,0
720,720,0.730205361,0.02359404,0.921287543,0,0,31.40504332,0.474615116,0.764207526,0
721,721,0.938407172,0.898957035,0.345221016,1,2,35.38457941,0.267977233,0.977739797,0
722,722,0.178640149,0.783542453,0.054739234,2,0,26.62552651,0.224329299,0.937353189,0
723,723,0.063500292,0.780718882,0.204350431,1,0,30.14720563,0.388555106,0.008284037,1
724,724,0.740494554,0.458192112,0.418949485,2,1,24.39414446,0.207747366,0.62793778,1
725,725,0.573261604,0.398174402,0.219753734,0,0,23.38810967,0.768093577,0.288370428,0
726,726,0.841556458,0.303041654,0.000196453,0,2,32.62177506,0.392442761,0.591361344,0
727,727,0.137033812,0.065713053,0.915593806,0,0,25.55261042,0.600850937,0.508797523,1
728,728,0.794831427,0.228327374,0.844423253,0,0,41.35808878,0.416591036,0.836223296,1
729,729,0.199106045,0.246703987,0.742766905,2,2,33.98898107,0.658985676,0.830586391,0
730,730,0.161001279,0.484285267,0.167898118,0,1,37.84762254,0.528855242,0.069974774,0
731,731,0.161613276,0.747772209,0.12041479,2,1,44.10211324,0.669687173,0.657739567,1
732,732,0.814206661,0.474013363,0.067620041,2,2,29.50702389,0.691493458,0.539095993,1
733,733,0.664304415,0.057859079,0.724491427,1,2,27.93170638,0.558722934,0.528458919,1
734,734,0.521673326,0.958213129,0.929409629,0,1,33.49950697,0.432748703,0.208771097,0
735,735,0.356861446,0.943140806,0.430798225,0,0,29.27838641,0.36804787,0.661855094,1
736,736,0.877052479,0.785534487,0.119191053,1,2,17.84444149,0.480288904,0.373466265,1
737,737,0.390594154,0.991766461,0.51271096,2,0,22.86659496,0.593010559,0.008735507,1
738,738,0.816238492,0.544717963,0.349038681,0,2,29.163015,0.786742737,0.789211519,0
739,739,0.437447971,0.96319394,0.375049396,2,1,38.49734606,0.611342618,0.413730877,0
740,740,0.375039024,0.075627736,0.621722937,1,0,18.54173762,0.747710097,0.861669418,0
741,741,0.461075559,0.365835178,0.719176735,2,0,38.74667054,0.586890007,0.105248368,0
742,742,0.299207012,0.225471982,0.110648167,0,2,27.17778633,0.57481296,0.750573244,0
743,743,0.747006079,0.195910379,0.035583724,2,0,17.70265734,0.504351142,0.964681229,0
744,744,0.501256821,0.140855253,0.994976584,2,2,27.11983883,0.750810907,0.955255511,0
745,745,0.229798863,0.622684663,0.23285607,0,1,16.38198623,0.488420104,0.28803959,1
746,746,0.899505109,0.781665043,0.053836437,0,0,40.88966851,0.569844555,0.167084435,1
747,747,0.382010219,0.578549386,0.189973872,2,2,36.85482678,0.270376346,0.725045396,0
748,748,0.542232732,0.147017811,0.038953632,2,0,26.85684037,0.575801101,0.493127305,1
749,749,0.906426877,0.811480492,0.392046932,1,2,38.80099376,0.396219211,0.909286704,0
750,750,0.623201305,0.636231878,0.802917385,0,2,37.58381067,0.57013403,0.559003294,0
751,751,0.114079121,0.388330347,0.341446057,2,2,30.5080388,0.646292485,0.690726143,1
752,752,0.939904079,0.674424803,0.444455103,0,1,37.38961601,0.863391549,0.009313579,0
753,753,0.626683552,0.260011372,0.676016028,1,0,35.08517559,0.387641993,0.441165026,0
754,754,0.332852531,0.345337333,0.509209827,2,1,25.87384362,0.522649538,0.472813122,1
755,755,0.136531751,0.917890868,0.862001489,2,2,45.16035785,0.590043748,0.163747309,0
756,756,0.793584941,0.290624795,0.866594603,2,2,27.81817207,0.511707883,0.227389606,0
757,757,0.619021433,0.470190067,0.009886704,0,1,22.55880012,0.48673399,0.300404058,0
758,758,0.532105512,0.890533744,0.778545324,1,1,29.31190188,0.523340979,0.877807504,1
759,759,0.893803158,0.708031113,0.461016566,0,0,29.53767688,0.423379969,0.763320878,1
760,760,0.788137896,0.062219835,0.989483085,2,2,29.68740663,0.568550986,0.355277211,1
761,761,0.148978128,0.1473583,0.48353036,1,1,38.54440979,0.476745844,0.291074656,0
762,762,0.309587543,0.007833512,0.987537165,2,2,31.26075473,0.359401769,0.492345279,0
763,763,0.246132485,0.631196676,0.755052394,2,2,32.46730749,0.200934955,0.57259933,0
764,764,0.743330123,0.447865091,0.248743415,0,0,27.26109032,0.395214042,0.231582892,1
765,765,0.030420661,0.13432419,0.538730823,2,0,35.90052664,0.633257705,0.182169483,1
766,766,0.568662074,0.958357515,0.992780427,1,0,30.1432035,0.720859505,0.279468181,1
767,767,0.761907548,0.529888622,0.858083745,2,1,36.52613966,0.344318736,0.168196363,0
768,768,0.876616047,0.241991507,0.097402449,2,2,32.12988972,0.567715791,0.93515338,1
769,769,0.340053874,0.500819274,0.706822213,0,1,50.8344929,0.411718394,0.991403605,0
770,770,0.82091272,0.679917334,0.345784145,1,1,37.59347224,0.272477454,0.330019404,1
771,771,0.107790805,0.076262201,0.006956276,0,0,31.30439122,0.345277623,0.920537821,0
772,772,0.846196214,0.274816928,0.403724952,2,2,44.18769739,0.321545692,0.864329063,0
773,773,0.124706947,0.807320324,0.234883522,0,2,25.2161785,0.412469186,0.494551066,1
774,774,0.395453347,0.459861981,0.819396084,0,0,39.35686172,0.642860409,0.633182014,0
775,775,0.796866606,0.546813723,0.337529551,0,2,37.32725322,0.456244313,0.629251821,1
776,776,0.147214501,0.43300092,0.8280564,0,0,35.77512279,0.407569123,0.866543067,0
777,777,0.226827161,0.043908239,0.000567606,2,1,22.35833599,0.608933467,0.489046576,0
778,778,0.721560191,0.165813413,0.307997999,2,1,24.42408226,0.624880261,0.399152091,0
779,779,0.719336375,0.445732336,0.24129868,1,0,36.04994291,0.787386819,0.246820062,0
780,780,0.640170343,0.209268824,0.233695653,0,1,49.19149952,0.459687414,0.611508395,0
781,781,0.693156638,0.049990086,0.068202307,0,1,35.54025862,0.60300412,0.192673916,0
782,782,0.541401404,0.844021157,0.18722094,1,0,33.90278229,0.549089376,0.985394351,1
783,783,0.249454032,0.981626486,0.555897094,0,1,34.82824456,0.219993111,0.236472835,0
784,784,0.343680816,0.79349143,0.291528715,1,2,49.31649341,0.636739607,0.857677858,1
785,785,0.17900608,0.854161018,0.417648239,2,1,35.8477931,0.363382171,0.770316138,1
786,786,0.908412277,0.242075381,0.377092742,1,0,21.57407429,0.580614352,0.924451067,1
787,787,0.582211616,0.961051592,0.876470573,0,2,30.83380171,0.234003459,0.95216693,1
788,788,0.399029994,0.197003496,0.905884661,1,2,31.37367679,0.602649438,0.145963203,1
789,789,0.460399209,0.95185025,0.493261877,2,1,32.86626763,0.525985626,0.904928179,0
790,790,0.94738147,0.995259439,0.330350008,0,2,21.05345915,0.504241993,0.786122072,0
791,791,0.15066054,0.712034386,0.106842683,2,0,41.09071347,0.650880696,0.68251792,1
792,792,0.585059622,0.981577666,0.954021294,2,2,36.86739695,0.372844008,0.127857693,0
793,793,0.50443624,0.569786789,0.060237213,1,1,27.09864269,0.516975633,0.543015106,1
794,794,0.610372636,0.259648011,0.297822202,2,1,16.07107776,0.479724032,0.932099434,1
795,795,0.014944234,0.437182702,0.298238409,0,2,24.95840548,0.566675135,0.008069894,0
796,796,0.871958013,0.593818854,0.320588702,2,0,30.09630471,0.505934592,0.168152853,0
797,797,0.93216314,0.073103111,0.164367963,2,0,32.82949561,0.419558276,0.537809925,0
798,798,0.563888864,0.622614254,0.783663931,1,1,29.18006357,0.601397483,0.794655963,1
799,799,0.695868511,0.981611787,0.122550529,2,1,36.01433084,0.052830569,0.437690567,0
800,800,0.922510449,0.190182345,0.635308216,1,0,32.00736378,0.373246298,0.240395208,0
801,801,0.706493515,0.792943424,0.123899611,1,2,34.19310547,0.831349137,0.470870214,1
802,802,0.149845326,0.908299465,0.070552924,0,2,39.36204216,0.438980703,0.250784255,0
803,803,0.575083227,0.944118523,0.910017978,0,2,18.31497983,0.518925659,0.495581217,0
804,804,0.605616799,0.960559998,0.190227482,0,2,33.53337183,0.426508196,0.691530611,0
805,805,0.422391026,0.521684813,0.821778589,0,0,26.88662678,0.357331493,0.664889529,0
806,806,0.735801712,0.9777401,0.544970961,1,1,21.52158297,0.478849535,0.382272207,1
807,807,0.934419772,0.75764249,0.077878791,2,1,30.23566301,0.598975228,0.988963845,0
808,808,0.925590362,0.161733217,0.956067999,0,2,24.8206143,0.607029715,0.748264497,0
809,809,0.44919355,0.477105045,0.247098579,0,0,24.80188082,0.392598378,0.393990319,0
810,810,0.110406269,0.718645757,0.860199922,0,0,23.85234831,0.324101563,0.777143412,1
811,811,0.985071266,0.247441002,0.168894206,2,2,18.58174823,0.45066664,0.872292663,0
812,812,0.838615472,0.640894471,0.854493576,0,2,33.37121615,0.526082883,0.591231287,0
813,813,0.121871038,0.666891567,0.01320708,2,2,29.25041446,0.52884239,0.95341707,0
814,814,0.920847128,0.162761992,0.512098179,1,1,24.31058481,0.36191574,0.115662537,0
815,815,0.869722641,0.565330299,0.769935739,1,2,33.60067453,0.665104463,0.986667925,1
816,816,0.517431108,0.771965696,0.935401263,1,1,29.06525984,0.296273844,0.655965595,1
817,817,0.590122951,0.499110592,0.909790456,2,0,16.12679138,0.589682681,0.528759325,1
818,818,0.397174786,0.012096973,0.820152197,0,0,34.10008829,0.516655346,0.16805292,1
819,819,0.051724441,0.009030934,0.888765363,0,1,31.46706689,0.738047152,0.108541148,1
820,820,0.333145183,0.357179844,0.199324591,0,1,21.80944879,0.347069859,0.907877531,0
821,821,0.802444213,0.926603048,0.284347052,0,1,42.46857185,0.638594026,0.243120023,0
822,822,0.001418726,0.22876899,0.289134539,0,1,38.25342576,0.451446931,0.170949199,1
823,823,0.331441148,0.634640137,0.37727992,2,2,43.45269252,0.593166912,0.020643579,0
824,824,0.396337846,0.222165084,0.393557735,1,0,29.87513097,0.524987325,0.781322009,1
825,825,0.536053844,0.321804432,0.544895363,0,2,24.77431063,0.429620057,0.168834504,0
826,826,0.919857397,0.848415577,0.159957883,1,1,41.30409098,0.693552493,0.038630011,1
827,827,0.3443331,0.729180806,0.691686581,2,2,23.32020588,0.546044282,0.571363358,0
828,828,0.34494244,0.095430962,0.167649893,2,2,41.67125385,0.360557494,0.145378039,0
829,829,0.736862438,0.428885071,0.310489026,0,0,44.30347365,0.554575172,0.765175113,0
830,830,0.450576963,0.029171371,0.503657109,2,2,40.78762412,0.351462744,0.748031517,0
831,831,0.222164265,0.481096897,0.796952104,1,0,34.21748703,0.754180054,0.572351757,1
832,832,0.450799316,0.662723208,0.739941985,0,1,31.54952467,0.745680721,0.423075788,0
833,833,0.138122266,0.1185448,0.645943149,0,2,35.67930607,0.427221084,0.581938499,0
834,834,0.173777045,0.289004492,0.155848584,1,1,34.70960801,0.379519445,0.812854033,1
835,835,0.496888914,0.398005658,0.547387079,0,0,31.59251909,0.342534795,0.776094576,0
836,836,0.417167518,0.919936978,0.087475303,0,1,24.31782791,0.694873492,0.680730946,1
837,837,0.914830083,0.99369445,0.377589377,1,1,40.72641012,0.802006179,0.705850393,0
838,838,0.360437379,0.044920055,0.413767346,0,0,29.29930175,0.588633576,0.904937745,0
839,839,0.579398323,0.761341886,0.039807807,0,1,46.12926101,0.44428105,0.582252258,0
840,840,0.631255792,0.37188124,0.274143913,1,1,25.14711024,0.707819292,0.740199615,0
841,841,0.009910887,0.392624776,0.956269412,2,1,26.00221131,0.454083893,0.568364712,0
842,842,0.662638735,0.754595873,0.954251179,1,2,32.9835174,0.723920825,0.266441624,1
843,843,0.175431818,0.918831884,0.352536208,0,1,26.25535627,0.746017327,0.238080755,1
844,844,0.96121688,0.951348807,0.043098715,1,0,29.82217865,0.374951386,0.483039953,0
845,845,0.145955394,0.577373039,0.179186142,0,2,39.52157488,0.775167128,0.382297612,0
846,846,0.412851083,0.357271701,0.392454108,0,2,30.83162813,0.435427109,0.018153821,0
847,847,0.082419923,0.787895102,0.948394284,1,0,45.03268613,0.318375692,0.495577715,0
848,848,0.99714659,0.251103732,0.141264464,0,1,32.18149968,0.536300298,0.025286184,0
849,849,0.500729596,0.564318556,0.764004968,2,2,42.069423,0.523271335,0.506590914,1
850,850,0.594246969,0.358729665,0.1087258,0,2,39.22693203,0.190663277,0.402102911,0
851,851,0.064082541,0.656917635,0.981894958,1,2,43.01568152,0.517226885,0.390158559,1
852,852,0.749365428,0.240496447,0.381845595,2,1,38.80795214,0.371478675,0.231504096,0
853,853,0.207413399,0.191668315,0.775731642,2,2,46.4620949,0.705137451,0.19581594,1
854,854,0.897979484,0.918644454,0.342793607,0,0,34.97546506,0.475284184,0.975795823,0
855,855,0.202630704,0.101838276,0.628065506,1,1,24.86610285,0.771386573,0.774154575,1
856,856,0.188128016,0.506176042,0.192116085,0,0,27.66068867,0.636263912,0.88889149,1
857,857,0.033448494,0.22094144,0.146089703,0,0,35.90192992,0.478864263,0.711010566,0
858,858,0.470495694,0.038936003,0.93867211,1,2,26.07693528,0.590912147,0.173762815,1
859,859,0.563595788,0.036023536,0.918241347,1,2,25.06546226,0.373562749,0.397784321,0
860,860,0.062709897,0.175289707,0.888042462,0,2,27.28407103,0.489800803,0.707070817,1
861,861,0.775022389,0.867152348,0.625828557,2,0,40.75078671,0.506333603,0.875851355,0
862,862,0.451651618,0.282595388,0.808787806,0,1,29.38003691,0.395064567,0.867868401,0
863,863,0.523002824,0.95087917,0.069053203,2,2,32.78528503,0.540423471,0.011053881,0
864,864,0.439081528,0.58187479,0.334986254,0,2,21.44371138,0.744897618,0.962310947,0
865,865,0.398941327,0.436800833,0.31388598,1,0,26.22787281,0.579487224,0.212469649,0
866,866,0.558376716,0.580340635,0.636047381,2,1,29.40879907,0.571542845,0.173772762,1
867,867,0.152556018,0.516921397,0.356169399,1,0,36.06496611,0.484753185,0.891709735,1
868,868,0.179337655,0.759109203,0.148577157,1,2,45.97813781,0.720986382,0.846882563,1
869,869,0.861583408,0.282612718,0.596842459,1,0,26.2372897,0.622740784,0.48218454,1
870,870,0.94620949,0.353199085,0.81490768,1,2,31.38438666,0.635657846,0.338792039,1
871,871,0.371391141,0.894488704,0.382352936,1,1,31.90919984,0.337815949,0.386551029,0
872,872,0.2684662,0.946874695,0.132328035,0,0,37.63571572,0.4059417,0.741170596,0
873,873,0.643032272,0.892951932,0.196791379,2,2,42.99051052,0.689621071,0.087573222,0
874,874,0.406940439,0.419626841,0.237614263,0,2,35.29006116,0.207364856,0.021784192,1
875,875,0.022245966,0.780708256,0.300071048,0,2,18.02768302,0.398276245,0.896915184,0
876,876,0.153471575,0.476540415,0.643201998,0,2,23.53072062,0.356430838,0.361433148,1
877,877,0.71525779,0.497754164,0.601323918,1,0,31.31330854,0.391375842,0.060890492,0
878,878,0.658009099,0.204761422,0.69652307,0,2,26.28432387,0.560996983,0.14060295,1
879,879,0.023961609,0.591387118,0.362718066,2,0,37.11161291,0.528495685,0.187712754,0
880,880,0.219522356,0.186208789,0.824527957,0,2,28.98791195,0.491895948,0.952118992,0
881,881,0.228656967,0.331703635,0.204195881,1,0,37.37157909,0.519930452,0.294499251,0
882,882,0.671023458,0.855406863,0.469329369,2,0,35.10851865,0.7482134,0.536887069,0
883,883,0.01655021,0.20715821,0.801453326,2,2,33.4681524,0.521269068,0.479470068,0
884,884,0.101244735,0.071178961,0.180250575,2,2,30.40142147,0.764019825,0.644865709,0
885,885,0.799496532,0.069027292,0.109907178,2,2,36.41085428,0.533590324,0.526723524,1
886,886,0.1759423,0.941200126,0.884254912,0,2,38.45404737,0.562598672,0.972109899,0
887,887,0.651809562,0.50713901,0.343132418,1,1,15.4778482,0.311076298,0.521904384,0
888,888,0.235789921,0.409586361,0.68430502,2,2,31.30698786,0.476356178,0.74815057,1
889,889,0.09656115,0.811235191,0.025335124,2,2,39.62057679,0.44564357,0.698223298,0
890,890,0.240796859,0.836193868,0.690485989,1,2,34.10917887,0.44115224,0.640277081,0
891,891,0.721574605,0.332330254,0.316285799,0,0,28.28620564,0.308285022,0.685802636,0
892,892,0.855472865,0.693921416,0.055748067,2,2,24.86971998,0.590453266,0.159449502,1
893,893,0.829906765,0.771461372,0.610197232,0,0,44.71255172,0.46678839,0.104681933,0
894,894,0.395349222,0.654936348,0.240937035,0,0,36.07353608,0.50407881,0.051514794,0
895,895,0.667202475,0.15165228,0.387039872,0,0,25.40524165,0.86866969,0.826525904,0
896,896,0.202474813,0.876269215,0.080604939,0,0,23.78201292,0.388335003,0.2680828,1
897,897,0.290947956,0.539327736,0.147232712,2,1,32.80803643,0.620377563,0.285630926,0
898,898,0.896254976,0.282589068,0.298149383,2,2,33.28392227,0.450808846,0.90315202,1
899,899,0.009818029,0.425409658,0.089789876,0,0,40.69845422,0.30300389,0.840879189,0
900,900,0.082579344,0.037576513,0.91141569,0,2,29.2922803,0.151709065,0.823209321,0
901,901,0.205386967,0.12791323,0.006020421,1,0,38.79679021,0.428487421,0.42529924,0
902,902,0.02339584,0.765882774,0.484158931,1,1,29.56357371,0.474095077,0.915542014,0
903,903,0.178843228,0,0.123300635,1,0,33.30857952,0.599110016,0.968866365,0
904,904,0.581860151,0.416743367,0.307857843,2,2,29.7654627,0.538193436,0.507530179,0
905,905,0.419675399,0.522735833,0.926659357,1,2,39.63861368,0.545621091,0.195476424,0
906,906,0.892577997,0.054647592,0.161773908,2,1,35.81418133,0.559270471,0.407221964,1
907,907,0.81708558,0.973508434,0.966459197,2,2,19.48567909,0.538096118,0.735709043,1
908,908,0.339788549,0.226216383,0.205903759,2,2,24.30764024,0.509595999,0.142603577,0
